PIDB_ID,State,County,FIPS,PointTypeGeneral,PointType,Trinomial,DINAA_URI,RawMaterialGeneral,RawMaterialSimple,MaxLength,MLIncomplete,MaxWidth,MWIncomplete,HeightMaxWidth,BasalWidth,BWIncomplete,DepthBasalConcavity,DBCIncomplete,MaxThickness,MTIncomplete,Reworked,ReferenceID,Title,YearPublished,PublishedSource,SurveyNumber,STATE_FIPS,CNTY_FIPS,Lat_CountyCentroid,Long_CountyCentroid,Latitude,Longitude
3877,South Carolina,Hampton,45049,Suwannee_Simpson,Suwannee,,,Coastal Plain chert,Coastal Plain chert,31,TRUE,,FALSE,,25.4,FALSE,3.3,FALSE,6.2,FALSE,,2,"Charles, Tommy, and James L. Michie
1992    South Carolina Paleo Point Database. In: PaleoIndian and Early Archaic Research in the Lower Southeast: A South Carolina Perspective, edited by David G. Anderson, Chris Judge, and Kenneth E. Sassaman, pp. 381-3",1992,"PaleoIndian and Early Archaic 
Research in the Lower Southeast: A South Carolina Perspective, edited by David G. Anderson, Chris Judge, and Kenneth E. Sassaman, pp. 381-389. Council of South Carolina Professional Archaeologists",50,45,049,32.7762623,-81.140648,32.7762623,-81.140648
3878,South Carolina,Hampton,45049,Suwannee_Simpson,Suwannee (possible),38HA1,http://opencontext.org/subjects/C50C61B6-A9F9-46B3-D3BE-20ED9BB8BDFA,Coastal Plain chert,Coastal Plain chert,19,TRUE,28,TRUE,,28,FALSE,4,FALSE,5,FALSE,,2,"Charles, Tommy, and James L. Michie
1992    South Carolina Paleo Point Database. In: PaleoIndian and Early Archaic Research in the Lower Southeast: A South Carolina Perspective, edited by David G. Anderson, Chris Judge, and Kenneth E. Sassaman, pp. 381-3",1992,"PaleoIndian and Early Archaic 
Research in the Lower Southeast: A South Carolina Perspective, edited by David G. Anderson, Chris Judge, and Kenneth E. Sassaman, pp. 381-389. Council of South Carolina Professional Archaeologists",51,45,049,32.7762623,-81.140648,32.7762623,-81.140648
3879,South Carolina,Hampton,45049,Clovis,Suwannee (possible)/Clovis,38HA104,http://opencontext.org/subjects/CDEFCD63-D13D-4557-B1C4-8272FCF4F6BC,Coastal Plain chert,Coastal Plain chert,55,FALSE,24,FALSE,,21,FALSE,3,FALSE,7,FALSE,no,2,"Charles, Tommy, and James L. Michie
1992    South Carolina Paleo Point Database. In: PaleoIndian and Early Archaic Research in the Lower Southeast: A South Carolina Perspective, edited by David G. Anderson, Chris Judge, and Kenneth E. Sassaman, pp. 381-3",1992,"PaleoIndian and Early Archaic 
Research in the Lower Southeast: A South Carolina Perspective, edited by David G. Anderson, Chris Judge, and Kenneth E. Sassaman, pp. 381-389. Council of South Carolina Professional Archaeologists",52,45,049,32.7762623,-81.140648,32.7762623,-81.140648
3880,South Carolina,Hampton,45049,Clovis,Suwannee (possible)/Clovis,38HA104,http://opencontext.org/subjects/CDEFCD63-D13D-4557-B1C4-8272FCF4F6BC,Coastal Plain chert,Coastal Plain chert,36,FALSE,21,FALSE,,20,FALSE,3,FALSE,6,FALSE,,2,"Charles, Tommy, and James L. Michie
1992    South Carolina Paleo Point Database. In: PaleoIndian and Early Archaic Research in the Lower Southeast: A South Carolina Perspective, edited by David G. Anderson, Chris Judge, and Kenneth E. Sassaman, pp. 381-3",1992,"PaleoIndian and Early Archaic 
Research in the Lower Southeast: A South Carolina Perspective, edited by David G. Anderson, Chris Judge, and Kenneth E. Sassaman, pp. 381-389. Council of South Carolina Professional Archaeologists",53,45,049,32.7762623,-81.140648,32.7762623,-81.140648
3881,South Carolina,Hampton,45049,Clovis,Suwannee (possible)/Clovis,38HA104,http://opencontext.org/subjects/CDEFCD63-D13D-4557-B1C4-8272FCF4F6BC,Coastal Plain chert,Coastal Plain chert,57,FALSE,29,FALSE,,28,FALSE,2,FALSE,8,FALSE,,2,"Charles, Tommy, and James L. Michie
1992    South Carolina Paleo Point Database. In: PaleoIndian and Early Archaic Research in the Lower Southeast: A South Carolina Perspective, edited by David G. Anderson, Chris Judge, and Kenneth E. Sassaman, pp. 381-3",1992,"PaleoIndian and Early Archaic 
Research in the Lower Southeast: A South Carolina Perspective, edited by David G. Anderson, Chris Judge, and Kenneth E. Sassaman, pp. 381-389. Council of South Carolina Professional Archaeologists",54,45,049,32.7762623,-81.140648,32.7762623,-81.140648
3882,South Carolina,Hampton,45049,Clovis,Clovis (possible),,,Coastal Plain chert,Coastal Plain chert,26,TRUE,27,TRUE,,,FALSE,,FALSE,7.1,FALSE,,2,"Charles, Tommy, and James L. Michie
1992    South Carolina Paleo Point Database. In: PaleoIndian and Early Archaic Research in the Lower Southeast: A South Carolina Perspective, edited by David G. Anderson, Chris Judge, and Kenneth E. Sassaman, pp. 381-3",1992,"PaleoIndian and Early Archaic 
Research in the Lower Southeast: A South Carolina Perspective, edited by David G. Anderson, Chris Judge, and Kenneth E. Sassaman, pp. 381-389. Council of South Carolina Professional Archaeologists",55,45,049,32.7762623,-81.140648,32.7762623,-81.140648
3883,South Carolina,Hampton,45049,Suwannee_Simpson,Suwannee,38HA72,http://opencontext.org/subjects/152054C4-12FD-42D3-9E6D-15EB755E81AF,Coastal Plain chert,Coastal Plain chert,71,FALSE,30,FALSE,,26,FALSE,5,FALSE,8,FALSE,no,2,"Charles, Tommy, and James L. Michie
1992    South Carolina Paleo Point Database. In: PaleoIndian and Early Archaic Research in the Lower Southeast: A South Carolina Perspective, edited by David G. Anderson, Chris Judge, and Kenneth E. Sassaman, pp. 381-3",1992,"PaleoIndian and Early Archaic 
Research in the Lower Southeast: A South Carolina Perspective, edited by David G. Anderson, Chris Judge, and Kenneth E. Sassaman, pp. 381-389. Council of South Carolina Professional Archaeologists",56,45,049,32.7762623,-81.140648,32.7762623,-81.140648
3884,South Carolina,Hampton,45049,Clovis,Clovis,38HA72,http://opencontext.org/subjects/152054C4-12FD-42D3-9E6D-15EB755E81AF,Coastal Plain chert,Coastal Plain chert,59,FALSE,31,FALSE,,26,FALSE,2,FALSE,9,FALSE,no,2,"Charles, Tommy, and James L. Michie
1992    South Carolina Paleo Point Database. In: PaleoIndian and Early Archaic Research in the Lower Southeast: A South Carolina Perspective, edited by David G. Anderson, Chris Judge, and Kenneth E. Sassaman, pp. 381-3",1992,"PaleoIndian and Early Archaic 
Research in the Lower Southeast: A South Carolina Perspective, edited by David G. Anderson, Chris Judge, and Kenneth E. Sassaman, pp. 381-389. Council of South Carolina Professional Archaeologists",57,45,049,32.7762623,-81.140648,32.7762623,-81.140648
3885,South Carolina,Hampton,45049,Clovis,Clovis/Redstone,,,Coastal Plain chert,Coastal Plain chert,43,TRUE,37.3,FALSE,,37.3,FALSE,9.5,FALSE,8.1,FALSE,,2,"Charles, Tommy, and James L. Michie
1992    South Carolina Paleo Point Database. In: PaleoIndian and Early Archaic Research in the Lower Southeast: A South Carolina Perspective, edited by David G. Anderson, Chris Judge, and Kenneth E. Sassaman, pp. 381-3",1992,"PaleoIndian and Early Archaic 
Research in the Lower Southeast: A South Carolina Perspective, edited by David G. Anderson, Chris Judge, and Kenneth E. Sassaman, pp. 381-389. Council of South Carolina Professional Archaeologists",58,45,049,32.7762623,-81.140648,32.7762623,-81.140648
3886,South Carolina,Horry,45051,Clovis,Clovis,,,,Other,46,TRUE,31,TRUE,,27,FALSE,2,FALSE,7,FALSE,,2,"Charles, Tommy, and James L. Michie
1992    South Carolina Paleo Point Database. In: PaleoIndian and Early Archaic Research in the Lower Southeast: A South Carolina Perspective, edited by David G. Anderson, Chris Judge, and Kenneth E. Sassaman, pp. 381-3",1992,"PaleoIndian and Early Archaic 
Research in the Lower Southeast: A South Carolina Perspective, edited by David G. Anderson, Chris Judge, and Kenneth E. Sassaman, pp. 381-389. Council of South Carolina Professional Archaeologists",59,45,051,33.92161614,-78.99700892,33.92161614,-78.99700892
3887,South Carolina,Marion,45067,Clovis,Clovis,,,Coastal Plain chert,Coastal Plain chert,23,TRUE,20,TRUE,,20,FALSE,6,FALSE,6,FALSE,no,2,"Charles, Tommy, and James L. Michie
1992    South Carolina Paleo Point Database. In: PaleoIndian and Early Archaic Research in the Lower Southeast: A South Carolina Perspective, edited by David G. Anderson, Chris Judge, and Kenneth E. Sassaman, pp. 381-3",1992,"PaleoIndian and Early Archaic 
Research in the Lower Southeast: A South Carolina Perspective, edited by David G. Anderson, Chris Judge, and Kenneth E. Sassaman, pp. 381-389. Council of South Carolina Professional Archaeologists",60,45,067,34.08003841,-79.36248431,34.08003841,-79.36248431
3888,South Carolina,Kershaw,45055,Clovis,Clovis,38KE47,http://opencontext.org/subjects/695BE1C4-8E62-41F0-3654-CA232B3A37FD,Quartz,Quartz,29,TRUE,29,TRUE,,25,FALSE,3,FALSE,8,FALSE,,2,"Charles, Tommy, and James L. Michie
1992    South Carolina Paleo Point Database. In: PaleoIndian and Early Archaic Research in the Lower Southeast: A South Carolina Perspective, edited by David G. Anderson, Chris Judge, and Kenneth E. Sassaman, pp. 381-3",1992,"PaleoIndian and Early Archaic 
Research in the Lower Southeast: A South Carolina Perspective, edited by David G. Anderson, Chris Judge, and Kenneth E. Sassaman, pp. 381-389. Council of South Carolina Professional Archaeologists",61,45,055,34.33872932,-80.59026653,34.33872932,-80.59026653
3889,South Carolina,Kershaw,45055,Clovis,Clovis/Redstone (possible),38KE53,http://opencontext.org/subjects/CC8073AE-2D30-467C-F544-4075852CC826,,Other,41,TRUE,25,TRUE,,25,FALSE,6,FALSE,6,FALSE,,2,"Charles, Tommy, and James L. Michie
1992    South Carolina Paleo Point Database. In: PaleoIndian and Early Archaic Research in the Lower Southeast: A South Carolina Perspective, edited by David G. Anderson, Chris Judge, and Kenneth E. Sassaman, pp. 381-3",1992,"PaleoIndian and Early Archaic 
Research in the Lower Southeast: A South Carolina Perspective, edited by David G. Anderson, Chris Judge, and Kenneth E. Sassaman, pp. 381-389. Council of South Carolina Professional Archaeologists",62,45,055,34.33872932,-80.59026653,34.33872932,-80.59026653
3890,South Carolina,Kershaw,45055,Clovis,Clovis,38KE47,http://opencontext.org/subjects/695BE1C4-8E62-41F0-3654-CA232B3A37FD,"Metavolcanic, Rhyolite",Metavolcanic,25,TRUE,25,FALSE,,23,TRUE,3,FALSE,,FALSE,,2,"Charles, Tommy, and James L. Michie
1992    South Carolina Paleo Point Database. In: PaleoIndian and Early Archaic Research in the Lower Southeast: A South Carolina Perspective, edited by David G. Anderson, Chris Judge, and Kenneth E. Sassaman, pp. 381-3",1992,"PaleoIndian and Early Archaic 
Research in the Lower Southeast: A South Carolina Perspective, edited by David G. Anderson, Chris Judge, and Kenneth E. Sassaman, pp. 381-389. Council of South Carolina Professional Archaeologists",63,45,055,34.33872932,-80.59026653,34.33872932,-80.59026653
3891,South Carolina,Kershaw,45055,Clovis,Clovis,38KE86,http://opencontext.org/subjects/8FC11276-26D0-472A-B803-1357A65F1D31,"Metavolcanic, Rhyolite",Metavolcanic,67,FALSE,25,FALSE,,25,FALSE,,FALSE,7,FALSE,base has been reworked,2,"Charles, Tommy, and James L. Michie
1992    South Carolina Paleo Point Database. In: PaleoIndian and Early Archaic Research in the Lower Southeast: A South Carolina Perspective, edited by David G. Anderson, Chris Judge, and Kenneth E. Sassaman, pp. 381-3",1992,"PaleoIndian and Early Archaic 
Research in the Lower Southeast: A South Carolina Perspective, edited by David G. Anderson, Chris Judge, and Kenneth E. Sassaman, pp. 381-389. Council of South Carolina Professional Archaeologists",64,45,055,34.33872932,-80.59026653,34.33872932,-80.59026653
3892,South Carolina,Kershaw,45055,Clovis,Clovis (possible),,,,Other,45,FALSE,21,FALSE,,20,FALSE,3,FALSE,6,FALSE,no,2,"Charles, Tommy, and James L. Michie
1992    South Carolina Paleo Point Database. In: PaleoIndian and Early Archaic Research in the Lower Southeast: A South Carolina Perspective, edited by David G. Anderson, Chris Judge, and Kenneth E. Sassaman, pp. 381-3",1992,"PaleoIndian and Early Archaic 
Research in the Lower Southeast: A South Carolina Perspective, edited by David G. Anderson, Chris Judge, and Kenneth E. Sassaman, pp. 381-389. Council of South Carolina Professional Archaeologists",65,45,055,34.33872932,-80.59026653,34.33872932,-80.59026653
3893,South Carolina,Lancaster,45057,Clovis,Clovis,38LA101,http://opencontext.org/subjects/F0248003-B07E-4201-2E12-A11E761D9FD5,"Tuff, unidentified",Metavolcanic,28,TRUE,27,FALSE,,25,FALSE,4,FALSE,5,FALSE,,2,"Charles, Tommy, and James L. Michie
1992    South Carolina Paleo Point Database. In: PaleoIndian and Early Archaic Research in the Lower Southeast: A South Carolina Perspective, edited by David G. Anderson, Chris Judge, and Kenneth E. Sassaman, pp. 381-3",1992,"PaleoIndian and Early Archaic 
Research in the Lower Southeast: A South Carolina Perspective, edited by David G. Anderson, Chris Judge, and Kenneth E. Sassaman, pp. 381-389. Council of South Carolina Professional Archaeologists",66,45,057,34.68668284,-80.70540292,34.68668284,-80.70540292
3894,South Carolina,Lancaster,45057,Clovis,Clovis (possible),38LA112,http://opencontext.org/subjects/2C98FDBF-A36C-42CA-9974-BB95304AEFDD,Coastal Plain chert,Coastal Plain chert,54,FALSE,22,FALSE,,22,FALSE,2,FALSE,7,FALSE,no,2,"Charles, Tommy, and James L. Michie
1992    South Carolina Paleo Point Database. In: PaleoIndian and Early Archaic Research in the Lower Southeast: A South Carolina Perspective, edited by David G. Anderson, Chris Judge, and Kenneth E. Sassaman, pp. 381-3",1992,"PaleoIndian and Early Archaic 
Research in the Lower Southeast: A South Carolina Perspective, edited by David G. Anderson, Chris Judge, and Kenneth E. Sassaman, pp. 381-389. Council of South Carolina Professional Archaeologists",67,45,057,34.68668284,-80.70540292,34.68668284,-80.70540292
3895,South Carolina,Lancaster,45057,Clovis,Clovis,38LA65,http://opencontext.org/subjects/1FF493E6-DAE4-40B6-68E2-CF50D2E75248,"Metavolcanic, Rhyolite",Metavolcanic,23,TRUE,24,FALSE,,24,FALSE,0,FALSE,4,FALSE,,2,"Charles, Tommy, and James L. Michie
1992    South Carolina Paleo Point Database. In: PaleoIndian and Early Archaic Research in the Lower Southeast: A South Carolina Perspective, edited by David G. Anderson, Chris Judge, and Kenneth E. Sassaman, pp. 381-3",1992,"PaleoIndian and Early Archaic 
Research in the Lower Southeast: A South Carolina Perspective, edited by David G. Anderson, Chris Judge, and Kenneth E. Sassaman, pp. 381-389. Council of South Carolina Professional Archaeologists",68,45,057,34.68668284,-80.70540292,34.68668284,-80.70540292
3896,South Carolina,Laurens,45059,Suwannee_Simpson,Suwannee (possible),,,Coastal Plain chert,Coastal Plain chert,49,FALSE,25,FALSE,,25,FALSE,4,FALSE,10,FALSE,resharpened,2,"Charles, Tommy, and James L. Michie
1992    South Carolina Paleo Point Database. In: PaleoIndian and Early Archaic Research in the Lower Southeast: A South Carolina Perspective, edited by David G. Anderson, Chris Judge, and Kenneth E. Sassaman, pp. 381-3",1992,"PaleoIndian and Early Archaic 
Research in the Lower Southeast: A South Carolina Perspective, edited by David G. Anderson, Chris Judge, and Kenneth E. Sassaman, pp. 381-389. Council of South Carolina Professional Archaeologists",69,45,059,34.48357545,-82.00592096,34.48357545,-82.00592096
3897,South Carolina,Lexington,45063,Suwannee_Simpson,Suwannee (possible),38LX50,http://opencontext.org/subjects/AE73C506-0CCE-4EF1-3685-E01BDDDCDA4D,Coastal Plain chert,Coastal Plain chert,25,TRUE,26,TRUE,,26,FALSE,5,FALSE,6,FALSE,,2,"Charles, Tommy, and James L. Michie
1992    South Carolina Paleo Point Database. In: PaleoIndian and Early Archaic Research in the Lower Southeast: A South Carolina Perspective, edited by David G. Anderson, Chris Judge, and Kenneth E. Sassaman, pp. 381-3",1992,"PaleoIndian and Early Archaic 
Research in the Lower Southeast: A South Carolina Perspective, edited by David G. Anderson, Chris Judge, and Kenneth E. Sassaman, pp. 381-389. Council of South Carolina Professional Archaeologists",70,45,063,33.9022994,-81.27225533,33.9022994,-81.27225533
3898,South Carolina,Lexington,45063,Clovis,Clovis,,,Coastal Plain chert,Coastal Plain chert,52,FALSE,20,FALSE,,19,FALSE,3,FALSE,11,FALSE,no,2,"Charles, Tommy, and James L. Michie
1992    South Carolina Paleo Point Database. In: PaleoIndian and Early Archaic Research in the Lower Southeast: A South Carolina Perspective, edited by David G. Anderson, Chris Judge, and Kenneth E. Sassaman, pp. 381-3",1992,"PaleoIndian and Early Archaic 
Research in the Lower Southeast: A South Carolina Perspective, edited by David G. Anderson, Chris Judge, and Kenneth E. Sassaman, pp. 381-389. Council of South Carolina Professional Archaeologists",71,45,063,33.9022994,-81.27225533,33.9022994,-81.27225533
3899,South Carolina,Marion,45067,,Undetermined,,,Quartz,Quartz,52,FALSE,24,FALSE,,21,FALSE,2,FALSE,14,FALSE,,2,"Charles, Tommy, and James L. Michie
1992    South Carolina Paleo Point Database. In: PaleoIndian and Early Archaic Research in the Lower Southeast: A South Carolina Perspective, edited by David G. Anderson, Chris Judge, and Kenneth E. Sassaman, pp. 381-3",1992,"PaleoIndian and Early Archaic 
Research in the Lower Southeast: A South Carolina Perspective, edited by David G. Anderson, Chris Judge, and Kenneth E. Sassaman, pp. 381-389. Council of South Carolina Professional Archaeologists",72,45,067,34.08003841,-79.36248431,34.08003841,-79.36248431
3900,South Carolina,Marion,45067,Clovis,Clovis/Redstone,,,"Tuff, unidentified",Metavolcanic,131,FALSE,40,FALSE,,,FALSE,10,FALSE,8,FALSE,no,2,"Charles, Tommy, and James L. Michie
1992    South Carolina Paleo Point Database. In: PaleoIndian and Early Archaic Research in the Lower Southeast: A South Carolina Perspective, edited by David G. Anderson, Chris Judge, and Kenneth E. Sassaman, pp. 381-3",1992,"PaleoIndian and Early Archaic 
Research in the Lower Southeast: A South Carolina Perspective, edited by David G. Anderson, Chris Judge, and Kenneth E. Sassaman, pp. 381-389. Council of South Carolina Professional Archaeologists",73,45,067,34.08003841,-79.36248431,34.08003841,-79.36248431
3901,South Carolina,Marion,45067,Clovis,Clovis,,,Quartz,Quartz,48,FALSE,26,FALSE,,25,FALSE,2,FALSE,9,FALSE,no,2,"Charles, Tommy, and James L. Michie
1992    South Carolina Paleo Point Database. In: PaleoIndian and Early Archaic Research in the Lower Southeast: A South Carolina Perspective, edited by David G. Anderson, Chris Judge, and Kenneth E. Sassaman, pp. 381-3",1992,"PaleoIndian and Early Archaic 
Research in the Lower Southeast: A South Carolina Perspective, edited by David G. Anderson, Chris Judge, and Kenneth E. Sassaman, pp. 381-389. Council of South Carolina Professional Archaeologists",74,45,067,34.08003841,-79.36248431,34.08003841,-79.36248431
3902,South Carolina,McCormick,45065,Suwannee_Simpson,Suwannee,,,Quartz,Quartz,36,FALSE,21,FALSE,,20,FALSE,2,FALSE,6,FALSE,,2,"Charles, Tommy, and James L. Michie
1992    South Carolina Paleo Point Database. In: PaleoIndian and Early Archaic Research in the Lower Southeast: A South Carolina Perspective, edited by David G. Anderson, Chris Judge, and Kenneth E. Sassaman, pp. 381-3",1992,"PaleoIndian and Early Archaic 
Research in the Lower Southeast: A South Carolina Perspective, edited by David G. Anderson, Chris Judge, and Kenneth E. Sassaman, pp. 381-389. Council of South Carolina Professional Archaeologists",75,45,065,33.89959231,-82.30989927,33.89959231,-82.30989927
3903,South Carolina,McCormick,45065,Suwannee_Simpson,Suwannee,38MC98,http://opencontext.org/subjects/545F7474-1302-4B82-2065-6BD18A716EFB,Coastal Plain chert,Coastal Plain chert,74,FALSE,34,FALSE,,,FALSE,3,FALSE,6,FALSE,none,2,"Charles, Tommy, and James L. Michie
1992    South Carolina Paleo Point Database. In: PaleoIndian and Early Archaic Research in the Lower Southeast: A South Carolina Perspective, edited by David G. Anderson, Chris Judge, and Kenneth E. Sassaman, pp. 381-3",1992,"PaleoIndian and Early Archaic 
Research in the Lower Southeast: A South Carolina Perspective, edited by David G. Anderson, Chris Judge, and Kenneth E. Sassaman, pp. 381-389. Council of South Carolina Professional Archaeologists",76,45,065,33.89959231,-82.30989927,33.89959231,-82.30989927
3904,South Carolina,McCormick,45065,Clovis,Clovis,,,Quartz,Quartz,27,TRUE,27,TRUE,,27,FALSE,3,FALSE,6,FALSE,,2,"Charles, Tommy, and James L. Michie
1992    South Carolina Paleo Point Database. In: PaleoIndian and Early Archaic Research in the Lower Southeast: A South Carolina Perspective, edited by David G. Anderson, Chris Judge, and Kenneth E. Sassaman, pp. 381-3",1992,"PaleoIndian and Early Archaic 
Research in the Lower Southeast: A South Carolina Perspective, edited by David G. Anderson, Chris Judge, and Kenneth E. Sassaman, pp. 381-389. Council of South Carolina Professional Archaeologists",77,45,065,33.89959231,-82.30989927,33.89959231,-82.30989927
3905,South Carolina,McCormick,45065,,Undetermined,,,Quartz,Quartz,47,FALSE,23,FALSE,,,FALSE,3,FALSE,6,FALSE,resharpened,2,"Charles, Tommy, and James L. Michie
1992    South Carolina Paleo Point Database. In: PaleoIndian and Early Archaic Research in the Lower Southeast: A South Carolina Perspective, edited by David G. Anderson, Chris Judge, and Kenneth E. Sassaman, pp. 381-3",1992,"PaleoIndian and Early Archaic 
Research in the Lower Southeast: A South Carolina Perspective, edited by David G. Anderson, Chris Judge, and Kenneth E. Sassaman, pp. 381-389. Council of South Carolina Professional Archaeologists",78,45,065,33.89959231,-82.30989927,33.89959231,-82.30989927
3906,South Carolina,McCormick,45065,,undetermined paleo,,,Quartz,Quartz,30,FALSE,19,FALSE,,18,FALSE,1,FALSE,7,FALSE,resharpened,2,"Charles, Tommy, and James L. Michie
1992    South Carolina Paleo Point Database. In: PaleoIndian and Early Archaic Research in the Lower Southeast: A South Carolina Perspective, edited by David G. Anderson, Chris Judge, and Kenneth E. Sassaman, pp. 381-3",1992,"PaleoIndian and Early Archaic 
Research in the Lower Southeast: A South Carolina Perspective, edited by David G. Anderson, Chris Judge, and Kenneth E. Sassaman, pp. 381-389. Council of South Carolina Professional Archaeologists",79,45,065,33.89959231,-82.30989927,33.89959231,-82.30989927
3907,South Carolina,McCormick,45065,,undetermined,,,,Other,78,FALSE,26,FALSE,,19,FALSE,0,FALSE,7,FALSE,no,2,"Charles, Tommy, and James L. Michie
1992    South Carolina Paleo Point Database. In: PaleoIndian and Early Archaic Research in the Lower Southeast: A South Carolina Perspective, edited by David G. Anderson, Chris Judge, and Kenneth E. Sassaman, pp. 381-3",1992,"PaleoIndian and Early Archaic 
Research in the Lower Southeast: A South Carolina Perspective, edited by David G. Anderson, Chris Judge, and Kenneth E. Sassaman, pp. 381-389. Council of South Carolina Professional Archaeologists",80,45,065,33.89959231,-82.30989927,33.89959231,-82.30989927
3908,South Carolina,Newberry,45071,Clovis,Clovis (possible),38NE26,http://opencontext.org/subjects/5AFFEA1D-99B1-4130-DF76-AD53376E4256,"Tuff, unidentified",Metavolcanic,31,FALSE,20,FALSE,,20,FALSE,2,FALSE,6,FALSE,resharpened,2,"Charles, Tommy, and James L. Michie
1992    South Carolina Paleo Point Database. In: PaleoIndian and Early Archaic Research in the Lower Southeast: A South Carolina Perspective, edited by David G. Anderson, Chris Judge, and Kenneth E. Sassaman, pp. 381-3",1992,"PaleoIndian and Early Archaic 
Research in the Lower Southeast: A South Carolina Perspective, edited by David G. Anderson, Chris Judge, and Kenneth E. Sassaman, pp. 381-389. Council of South Carolina Professional Archaeologists",81,45,071,34.28979459,-81.6000904,34.28979459,-81.6000904
3909,South Carolina,Newberry,45071,Clovis,Clovis (possible),38NE25,http://opencontext.org/subjects/C24F599E-7EA2-4BB6-AE79-1E4B349A2B2E,"Metavolcanic, Rhyolite",Metavolcanic,40,FALSE,20,FALSE,,19,FALSE,3,FALSE,6,FALSE,not apparent,2,"Charles, Tommy, and James L. Michie
1992    South Carolina Paleo Point Database. In: PaleoIndian and Early Archaic Research in the Lower Southeast: A South Carolina Perspective, edited by David G. Anderson, Chris Judge, and Kenneth E. Sassaman, pp. 381-3",1992,"PaleoIndian and Early Archaic 
Research in the Lower Southeast: A South Carolina Perspective, edited by David G. Anderson, Chris Judge, and Kenneth E. Sassaman, pp. 381-389. Council of South Carolina Professional Archaeologists",82,45,071,34.28979459,-81.6000904,34.28979459,-81.6000904
3910,South Carolina,Oconee,45073,Suwannee_Simpson,Quad (possible)/& Suwannee,,,Knox chert,Other,35,FALSE,23,FALSE,,23,FALSE,3,FALSE,5,FALSE,resharpened,2,"Charles, Tommy, and James L. Michie
1992    South Carolina Paleo Point Database. In: PaleoIndian and Early Archaic Research in the Lower Southeast: A South Carolina Perspective, edited by David G. Anderson, Chris Judge, and Kenneth E. Sassaman, pp. 381-3",1992,"PaleoIndian and Early Archaic 
Research in the Lower Southeast: A South Carolina Perspective, edited by David G. Anderson, Chris Judge, and Kenneth E. Sassaman, pp. 381-389. Council of South Carolina Professional Archaeologists",83,45,073,34.75349541,-83.06586871,34.75349541,-83.06586871
3911,South Carolina,Orangeburg,45075,Clovis,Suwannee/Clovis,,,Coastal Plain chert,Coastal Plain chert,67,FALSE,29,FALSE,,25,FALSE,6,FALSE,6,FALSE,no,2,"Charles, Tommy, and James L. Michie
1992    South Carolina Paleo Point Database. In: PaleoIndian and Early Archaic Research in the Lower Southeast: A South Carolina Perspective, edited by David G. Anderson, Chris Judge, and Kenneth E. Sassaman, pp. 381-3",1992,"PaleoIndian and Early Archaic 
Research in the Lower Southeast: A South Carolina Perspective, edited by David G. Anderson, Chris Judge, and Kenneth E. Sassaman, pp. 381-389. Council of South Carolina Professional Archaeologists",84,45,075,33.43900551,-80.80025999,33.43900551,-80.80025999
3912,South Carolina,Orangeburg,45075,Suwannee_Simpson,Suwannee,,,Coastal Plain chert,Coastal Plain chert,50,FALSE,27,FALSE,,25,FALSE,5,FALSE,7,FALSE,no,2,"Charles, Tommy, and James L. Michie
1992    South Carolina Paleo Point Database. In: PaleoIndian and Early Archaic Research in the Lower Southeast: A South Carolina Perspective, edited by David G. Anderson, Chris Judge, and Kenneth E. Sassaman, pp. 381-3",1992,"PaleoIndian and Early Archaic 
Research in the Lower Southeast: A South Carolina Perspective, edited by David G. Anderson, Chris Judge, and Kenneth E. Sassaman, pp. 381-389. Council of South Carolina Professional Archaeologists",85,45,075,33.43900551,-80.80025999,33.43900551,-80.80025999
3913,South Carolina,Orangeburg,45075,Suwannee_Simpson,Suwannee,,,Coastal Plain chert,Coastal Plain chert,43,FALSE,19,FALSE,,17,FALSE,1,FALSE,5,FALSE,,2,"Charles, Tommy, and James L. Michie
1992    South Carolina Paleo Point Database. In: PaleoIndian and Early Archaic Research in the Lower Southeast: A South Carolina Perspective, edited by David G. Anderson, Chris Judge, and Kenneth E. Sassaman, pp. 381-3",1992,"PaleoIndian and Early Archaic 
Research in the Lower Southeast: A South Carolina Perspective, edited by David G. Anderson, Chris Judge, and Kenneth E. Sassaman, pp. 381-389. Council of South Carolina Professional Archaeologists",86,45,075,33.43900551,-80.80025999,33.43900551,-80.80025999
3914,South Carolina,Orangeburg,45075,Dalton,Hardaway-Dalton,,,"Tuff, unidentified",Metavolcanic,51,FALSE,39,FALSE,,40.6,FALSE,12.5,FALSE,6.4,FALSE,lots of polish on basal faces; heavily resharped,2,"Charles, Tommy, and James L. Michie
1992    South Carolina Paleo Point Database. In: PaleoIndian and Early Archaic Research in the Lower Southeast: A South Carolina Perspective, edited by David G. Anderson, Chris Judge, and Kenneth E. Sassaman, pp. 381-3",1992,"PaleoIndian and Early Archaic 
Research in the Lower Southeast: A South Carolina Perspective, edited by David G. Anderson, Chris Judge, and Kenneth E. Sassaman, pp. 381-389. Council of South Carolina Professional Archaeologists",87,45,075,33.43900551,-80.80025999,33.43900551,-80.80025999
